4 sentTextTo 2 1669396689.883098
2 receivedTextFrom 4 1669396689.884976
4 sentTextTo 2 1669396689.903972
2 receivedTextFrom 4 1669396689.905751
0 sentTextTo 2 1669396689.926538
2 receivedTextFrom 0 1669396689.928569
0 sentTextTo 2 1669396689.947375
2 receivedTextFrom 0 1669396689.949423
0 sentTextTo 2 1669396689.968467
2 receivedTextFrom 0 1669396689.970332
0 sentTextTo 3 1669396689.991522
3 receivedTextFrom 0 1669396689.993528
0 sentTextTo 3 1669396690.012469
3 receivedTextFrom 0 1669396690.01422
0 sentTextTo 3 1669396690.033155
3 receivedTextFrom 0 1669396690.035867
4 sentTextTo 2 1669396690.055578
2 receivedTextFrom 4 1669396690.057764
4 sentTextTo 2 1669396690.076535
2 receivedTextFrom 4 1669396690.078297
4 sentTextTo 2 1669396690.097675
2 receivedTextFrom 4 1669396690.099605
0 sentTextTo 0 1669396690.120299
0 receivedTextFrom 0 1669396690.122044
0 sentTextTo 0 1669396690.143252
0 receivedTextFrom 0 1669396690.14521
0 sentTextTo 0 1669396690.165924
0 receivedTextFrom 0 1669396690.167567
1 sentTextTo 2 1669396690.189854
2 receivedTextFrom 1 1669396690.192107
1 sentTextTo 2 1669396690.21092
2 receivedTextFrom 1 1669396690.212811
1 sentTextTo 2 1669396690.232022
2 receivedTextFrom 1 1669396690.233807
0 sentTextTo 0 1669396690.254401
0 receivedTextFrom 0 1669396690.256374
0 sentTextTo 0 1669396690.276001
0 receivedTextFrom 0 1669396690.277642
0 sentTextTo 0 1669396690.298616
0 receivedTextFrom 0 1669396690.300512
4 sentTextTo 0 1669396690.322876
0 receivedTextFrom 4 1669396690.325038
4 sentTextTo 0 1669396690.343993
0 receivedTextFrom 4 1669396690.345853
4 sentTextTo 0 1669396690.365177
0 receivedTextFrom 4 1669396690.367047
1 sentTextTo 3 1669396690.386067
3 receivedTextFrom 1 1669396690.388038
1 sentTextTo 3 1669396690.40693
3 receivedTextFrom 1 1669396690.408683
